#TSV
#============Begin of sheet============
@Sheet=主次分支
ID	图片资源	分支小Icon	分支警句	挑战分支编号	能力分支编号	纪录分支编号	分支名称	默认等级	分支解锁类型	分支解锁值
0	small1a	small1	警句1	S	s	R	总星级	1	0	
1	small2a	small2	警句2	A	a	R	收藏	1	0	
2	small5a	small5	警句3	D	d	R	生产	1	0	
3	small4a	small4	警句4	C	c	R	艾露	1	0	
4	small7a	small7	警句5	H	h	R	武器	1	0	
5	small3a	small3	警句6	B	b	R	见闻	1	0	
6	small6a	small6	警句7	E	e	R	狩猎	1	0	
7	small8a	small8	警句8	F	f	R	猎团	1	0	
8	small9a	small9	警句9	G	g	R	竞争	0	2	999
#============End of sheet============

#============Begin of sheet============
@Sheet=分支等级
星级分支编号	等级	需要积分	日常积分上限
1	1	300	150
1	2	800	150
1	3	1700	150
1	4	8630	150
1	5	8630	150
2	1	100	150
2	2	300	150
2	3	700	150
2	4	2765	150
2	5	2765	150
3	1	100	150
3	2	300	150
3	3	500	150
3	4	1165	150
3	5	1165	150
4	1	100	150
4	2	300	150
4	3	500	150
4	4	5340	150
4	5	5340	150
5	1	100	150
5	2	300	150
5	3	500	150
5	4	1295	150
5	5	1295	150
6	1	200	150
6	2	500	150
6	3	1200	150
6	4	8585	150
6	5	8585	150
7	1	100	150
7	2	200	150
7	3	400	150
7	4	745	150
7	5	745	150
8	1	200	150
8	2	500	150
8	3	1000	150
8	4	9999	150
8	5	9999	150
#============End of sheet============

#============Begin of sheet============
@Sheet=总览数据
星级等级	FeatureTags	星级事项
1		完成主线任务[属于猎人的星]
2		完成挑战卡片《二星猎人》
2		取得500星级积分
3		完成挑战卡片《三星猎人》
3		取得1500星级积分
4		完成挑战卡片《四星猎人》
4		取得3500星级积分
5		完成挑战卡片《五星猎人》
5		取得7000星级积分
6		完成挑战卡片《六星猎人》
6		取得12000星级积分
#============End of sheet============

#============Begin of sheet============
@Sheet=挑战卡片
卡片编号	FeatureTags	卡片名称	是否有效	所属分支编号	旧挑战积分	挑战积分	关联成就	解锁猎人星级	解锁分支等级	解锁黄金猎人星级	解锁玩家等级	解锁玩家HR等级	解锁前置挑战卡片	挑战目标最少数量	挑战目标类型	挑战目标参数1	挑战目标参数2	挑战目标参数3	挑战目标参数4	目标值	物品奖励	物品奖励绑定类型	卡片序号	卡片图片	卡片描述	卡片标题	是否隐藏	卡片等级	卡片颜色	卡片警句编号	是否全服公告	是否不弹窗	卡片星级	显示类型	CardFinishedSimpleDesc
11076		骨刀派生系II·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	152024	0		1			72	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11076		骨刀派生系II·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	153003	0		1			72	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11076		骨刀派生系II·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	154708	0		1			72	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11076		骨刀派生系II·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	154003	0		1			72	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11077		铁刀派生系I·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	55016	0		1			73	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11077		铁刀派生系I·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	55022	0		1			73	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11077		铁刀派生系I·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	152012	0		1			73	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11077		铁刀派生系I·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	152106	0		1			73	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11077		铁刀派生系I·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	153012	0		1			73	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11077		铁刀派生系I·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	153106	0		1			73	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11077		铁刀派生系I·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	154012	0		1			73	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11077		铁刀派生系I·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	154106	0		1			73	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11078		铁刀派生系II·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	55035	0		1			74	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11078		铁刀派生系II·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	55117	0		1			74	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11078		铁刀派生系II·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	152025	0		1			74	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11078		铁刀派生系II·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	152107	0		1			74	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11078		铁刀派生系II·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	153025	0		1			74	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11078		铁刀派生系II·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	153107	0		1			74	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11078		铁刀派生系II·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	154025	0		1			74	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11078		铁刀派生系II·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	154107	0		1			74	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11079		铁刀派生系III·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	151006	0		1			75	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11079		铁刀派生系III·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	152006	0		1			75	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11079		铁刀派生系III·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	55234	0		1			75	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11079		铁刀派生系III·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	55631	0		1			75	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11079		铁刀派生系III·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	153224	0		1			75	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11079		铁刀派生系III·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	153621	0		1			75	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11079		铁刀派生系III·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	154224	0		1			75	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11079		铁刀派生系III·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	154621	0		1			75	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11080		铁刀派生系IV·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	55119	0		1			76	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11080		铁刀派生系IV·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	55156	0		1			76	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11080		铁刀派生系IV·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	55156	0		1			76	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11080		铁刀派生系IV·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	152109	0		1			76	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11080		铁刀派生系IV·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	154109	0		1			76	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11080		铁刀派生系IV·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	154146	0		1			76	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11080		铁刀派生系IV·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	153703	0		1			76	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11080		铁刀派生系IV·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	153741	0		1			76	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11080		铁刀派生系IV·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	154703	0		1			76	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11080		铁刀派生系IV·双刀	1	1	20	20		1	0	0	0	0	0	0	4	14	154741	0		1			76	weapon_21	<2>	收集以下双刀：		1	1	0	0		3	2	
11081		王者派生系·双刀	1	1	15	15		1	0	0	0	0	0	0	4	14	55632	0		1			77	weapon_20	<2>	收集以下双刀：		1	1	0	0		3	2	
11081		王者派生系·双刀	1	1	15	15		1	0	0	0	0	0	0	4	14	55743	0		1			77	weapon_20	<2>	收集以下双刀：		1	1	0	0		3	2	
11081		王者派生系·双刀	1	1	15	15		1	0	0	0	0	0	0	4	14	154743	0		1			77	weapon_20	<2>	收集以下双刀：		1	1	0	0		3	2	
11081		王者派生系·双刀	1	1	15	15		1	0	0	0	0	0	0	4	14	154745	0		1			77	weapon_20	<2>	收集以下双刀：		1	1	0	0		3	2	
11082		无相领域	1	1	10	10		3	0	0	0	0	0	1	4	14	53151	0		1			107	weapon_top_13	<2>	收集以下顶级无属性武器中的一把：		1	2	0	0		5	2	
11082		无相领域	1	1	10	10		3	0	0	0	0	0	1	4	14	52153	0		1			107	weapon_top_13	<2>	收集以下顶级无属性武器中的一把：		1	2	0	0		5	2	
11082		无相领域	1	1	10	10		3	0	0	0	0	0	1	4	14	50151	0		1			107	weapon_top_13	<2>	收集以下顶级无属性武器中的一把：		1	2	0	0		5	2	
11082		无相领域	1	1	10	10		3	0	0	0	0	0	1	4	14	54151	0		1			107	weapon_top_13	<2>	收集以下顶级无属性武器中的一把：		1	2	0	0		5	2	
11082		无相领域	1	1	10	10		3	0	0	0	0	0	1	4	14	59151	0		1			107	weapon_top_13	<2>	收集以下顶级无属性武器中的一把：		1	2	0	0		5	2	
11082		无相领域	1	1	10	10		3	0	0	0	0	0	1	4	14	55151	0		1			107	weapon_top_13	<2>	收集以下顶级无属性武器中的一把：		1	2	0	0		5	2	
11082		无相领域	1	1	10	10		3	0	0	0	0	0	1	4	14	56141	0		1			107	weapon_top_13	<2>	收集以下顶级无属性武器中的一把：		1	2	0	0		5	2	
11082		无相领域	1	1	10	10		3	0	0	0	0	0	1	4	14	58141	0		1			107	weapon_top_13	<2>	收集以下顶级无属性武器中的一把：		1	2	0	0		5	2	
11082		无相领域	1	1	10	10		3	0	0	0	0	0	1	4	14	57142	0		1			107	weapon_top_13	<2>	收集以下顶级无属性武器中的一把：		1	2	0	0		5	2	
11083		湖中静月	1	1	10	10		3	0	0	0	0	0	1	4	14	53132	0		1			108	weapon_top_15	<2>	收集以下顶级水属性武器中的一把：		1	2	0	0		5	2	
11083		湖中静月	1	1	10	10		3	0	0	0	0	0	1	4	14	52136	0		1			108	weapon_top_15	<2>	收集以下顶级水属性武器中的一把：		1	2	0	0		5	2	
11083		湖中静月	1	1	10	10		3	0	0	0	0	0	1	4	14	50132	0		1			108	weapon_top_15	<2>	收集以下顶级水属性武器中的一把：		1	2	0	0		5	2	
11083		湖中静月	1	1	10	10		3	0	0	0	0	0	1	4	14	54132	0		1			108	weapon_top_15	<2>	收集以下顶级水属性武器中的一把：		1	2	0	0		5	2	
11083		湖中静月	1	1	10	10		3	0	0	0	0	0	1	4	14	59132	0		1			108	weapon_top_15	<2>	收集以下顶级水属性武器中的一把：		1	2	0	0		5	2	
11083		湖中静月	1	1	10	10		3	0	0	0	0	0	1	4	14	55132	0		1			108	weapon_top_15	<2>	收集以下顶级水属性武器中的一把：		1	2	0	0		5	2	
11083		湖中静月	1	1	10	10		3	0	0	0	0	0	1	4	14	56122	0		1			108	weapon_top_15	<2>	收集以下顶级水属性武器中的一把：		1	2	0	0		5	2	
11083		湖中静月	1	1	10	10		3	0	0	0	0	0	1	4	14	58122	0		1			108	weapon_top_15	<2>	收集以下顶级水属性武器中的一把：		1	2	0	0		5	2	
11083		湖中静月	1	1	10	10		3	0	0	0	0	0	1	4	14	57122	0		1			108	weapon_top_15	<2>	收集以下顶级水属性武器中的一把：		1	2	0	0		5	2	
11084		燎原轰炎	1	1	10	10		3	0	0	0	0	0	1	4	14	53154	0		1			109	weapon_top_17	<2>	收集以下顶级火属性武器中的一把：		1	2	0	0		5	2	
11084		燎原轰炎	1	1	10	10		3	0	0	0	0	0	1	4	14	52155	0		1			109	weapon_top_17	<2>	收集以下顶级火属性武器中的一把：		1	2	0	0		5	2	
11084		燎原轰炎	1	1	10	10		3	0	0	0	0	0	1	4	14	50153	0		1			109	weapon_top_17	<2>	收集以下顶级火属性武器中的一把：		1	2	0	0		5	2	
11084		燎原轰炎	1	1	10	10		3	0	0	0	0	0	1	4	14	54154	0		1			109	weapon_top_17	<2>	收集以下顶级火属性武器中的一把：		1	2	0	0		5	2	
11084		燎原轰炎	1	1	10	10		3	0	0	0	0	0	1	4	14	59153	0		1			109	weapon_top_17	<2>	收集以下顶级火属性武器中的一把：		1	2	0	0		5	2	
11084		燎原轰炎	1	1	10	10		3	0	0	0	0	0	1	4	14	55153	0		1			109	weapon_top_17	<2>	收集以下顶级火属性武器中的一把：		1	2	0	0		5	2	
11084		燎原轰炎	1	1	10	10		3	0	0	0	0	0	1	4	14	56144	0		1			109	weapon_top_17	<2>	收集以下顶级火属性武器中的一把：		1	2	0	0		5	2	
11084		燎原轰炎	1	1	10	10		3	0	0	0	0	0	1	4	14	58144	0		1			109	weapon_top_17	<2>	收集以下顶级火属性武器中的一把：		1	2	0	0		5	2	
11084		燎原轰炎	1	1	10	10		3	0	0	0	0	0	1	4	14	57144	0		1			109	weapon_top_17	<2>	收集以下顶级火属性武器中的一把：		1	2	0	0		5	2	
11085		雷涡震天	1	1	10	10		3	0	0	0	0	0	1	4	14	53152	0		1			110	weapon_top_04	<2>	收集以下顶级雷属性武器中的一把：		1	2	0	0		5	2	
11085		雷涡震天	1	1	10	10		3	0	0	0	0	0	1	4	14	52156	0		1			110	weapon_top_04	<2>	收集以下顶级雷属性武器中的一把：		1	2	0	0		5	2	
11085		雷涡震天	1	1	10	10		3	0	0	0	0	0	1	4	14	50156	0		1			110	weapon_top_04	<2>	收集以下顶级雷属性武器中的一把：		1	2	0	0		5	2	
11085		雷涡震天	1	1	10	10		3	0	0	0	0	0	1	4	14	54153	0		1			110	weapon_top_04	<2>	收集以下顶级雷属性武器中的一把：		1	2	0	0		5	2	
11085		雷涡震天	1	1	10	10		3	0	0	0	0	0	1	4	14	59156	0		1			110	weapon_top_04	<2>	收集以下顶级雷属性武器中的一把：		1	2	0	0		5	2	
11085		雷涡震天	1	1	10	10		3	0	0	0	0	0	1	4	14	55156	0		1			110	weapon_top_04	<2>	收集以下顶级雷属性武器中的一把：		1	2	0	0		5	2	
11085		雷涡震天	1	1	10	10		3	0	0	0	0	0	1	4	14	56143	0		1			110	weapon_top_04	<2>	收集以下顶级雷属性武器中的一把：		1	2	0	0		5	2	
11085		雷涡震天	1	1	10	10		3	0	0	0	0	0	1	4	14	58143	0		1			110	weapon_top_04	<2>	收集以下顶级雷属性武器中的一把：		1	2	0	0		5	2	
11085		雷涡震天	1	1	10	10		3	0	0	0	0	0	1	4	14	57141	0		1			110	weapon_top_04	<2>	收集以下顶级雷属性武器中的一把：		1	2	0	0		5	2	
11086		诸龙之灾	1	1	10	10		3	0	0	0	0	0	1	4	14	53157	0		1			111	weapon_top_16	<2>	收集以下顶级龙属性武器中的一把：		1	2	0	0		5	2	
11086		诸龙之灾	1	1	10	10		3	0	0	0	0	0	1	4	14	52157	0		1			111	weapon_top_16	<2>	收集以下顶级龙属性武器中的一把：		1	2	0	0		5	2	
11086		诸龙之灾	1	1	10	10		3	0	0	0	0	0	1	4	14	50157	0		1			111	weapon_top_16	<2>	收集以下顶级龙属性武器中的一把：		1	2	0	0		5	2	
11086		诸龙之灾	1	1	10	10		3	0	0	0	0	0	1	4	14	54157	0		1			111	weapon_top_16	<2>	收集以下顶级龙属性武器中的一把：		1	2	0	0		5	2	
11086		诸龙之灾	1	1	10	10		3	0	0	0	0	0	1	4	14	59157	0		1			111	weapon_top_16	<2>	收集以下顶级龙属性武器中的一把：		1	2	0	0		5	2	
11086		诸龙之灾	1	1	10	10		3	0	0	0	0	0	1	4	14	55157	0		1			111	weapon_top_16	<2>	收集以下顶级龙属性武器中的一把：		1	2	0	0		5	2	
11086		诸龙之灾	1	1	10	10		3	0	0	0	0	0	1	4	14	56147	0		1			111	weapon_top_16	<2>	收集以下顶级龙属性武器中的一把：		1	2	0	0		5	2	
11086		诸龙之灾	1	1	10	10		3	0	0	0	0	0	1	4	14	58147	0		1			111	weapon_top_16	<2>	收集以下顶级龙属性武器中的一把：		1	2	0	0		5	2	
11086		诸龙之灾	1	1	10	10		3	0	0	0	0	0	1	4	14	57147	0		1			111	weapon_top_16	<2>	收集以下顶级龙属性武器中的一把：		1	2	0	0		5	2	
11087		冥河寒冰	1	1	10	10		3	0	0	0	0	0	1	4	14	53135	0		1			112	weapon_top_18	<2>	收集以下顶级冰属性武器中的一把：		1	2	0	0		5	2	
11087		冥河寒冰	1	1	10	10		3	0	0	0	0	0	1	4	14	52134	0		1			112	weapon_top_18	<2>	收集以下顶级冰属性武器中的一把：		1	2	0	0		5	2	
11087		冥河寒冰	1	1	10	10		3	0	0	0	0	0	1	4	14	50136	0		1			112	weapon_top_18	<2>	收集以下顶级冰属性武器中的一把：		1	2	0	0		5	2	
11087		冥河寒冰	1	1	10	10		3	0	0	0	0	0	1	4	14	54136	0		1			112	weapon_top_18	<2>	收集以下顶级冰属性武器中的一把：		1	2	0	0		5	2	
11087		冥河寒冰	1	1	10	10		3	0	0	0	0	0	1	4	14	59136	0		1			112	weapon_top_18	<2>	收集以下顶级冰属性武器中的一把：		1	2	0	0		5	2	
11087		冥河寒冰	1	1	10	10		3	0	0	0	0	0	1	4	14	55133	0		1			112	weapon_top_18	<2>	收集以下顶级冰属性武器中的一把：		1	2	0	0		5	2	
11087		冥河寒冰	1	1	10	10		3	0	0	0	0	0	1	4	14	56125	0		1			112	weapon_top_18	<2>	收集以下顶级冰属性武器中的一把：		1	2	0	0		5	2	
11087		冥河寒冰	1	1	10	10		3	0	0	0	0	0	1	4	14	58125	0		1			112	weapon_top_18	<2>	收集以下顶级冰属性武器中的一把：		1	2	0	0		5	2	
11087		冥河寒冰	1	1	10	10		3	0	0	0	0	0	1	4	14	57124	0		1			112	weapon_top_18	<2>	收集以下顶级冰属性武器中的一把：		1	2	0	0		5	2	
11088		蚀土猛毒	1	1	10	10		3	0	0	0	0	0	1	4	14	53156	0		1			113	weapon_top_14	<2>	收集以下顶级毒属性武器中的一把：		1	2	0	0		5	2	
11088		蚀土猛毒	1	1	10	10		3	0	0	0	0	0	1	4	14	52152	0		1			113	weapon_top_14	<2>	收集以下顶级毒属性武器中的一把：		1	2	0	0		5	2	
11088		蚀土猛毒	1	1	10	10		3	0	0	0	0	0	1	4	14	50155	0		1			113	weapon_top_14	<2>	收集以下顶级毒属性武器中的一把：		1	2	0	0		5	2	
11088		蚀土猛毒	1	1	10	10		3	0	0	0	0	0	1	4	14	54156	0		1			113	weapon_top_14	<2>	收集以下顶级毒属性武器中的一把：		1	2	0	0		5	2	
11088		蚀土猛毒	1	1	10	10		3	0	0	0	0	0	1	4	14	59155	0		1			113	weapon_top_14	<2>	收集以下顶级毒属性武器中的一把：		1	2	0	0		5	2	
11088		蚀土猛毒	1	1	10	10		3	0	0	0	0	0	1	4	14	55155	0		1			113	weapon_top_14	<2>	收集以下顶级毒属性武器中的一把：		1	2	0	0		5	2	
11088		蚀土猛毒	1	1	10	10		3	0	0	0	0	0	1	4	14	56146	0		1			113	weapon_top_14	<2>	收集以下顶级毒属性武器中的一把：		1	2	0	0		5	2	
11088		蚀土猛毒	1	1	10	10		3	0	0	0	0	0	1	4	14	58146	0		1			113	weapon_top_14	<2>	收集以下顶级毒属性武器中的一把：		1	2	0	0		5	2	
11088		蚀土猛毒	1	1	10	10		3	0	0	0	0	0	1	4	14	57146	0		1			113	weapon_top_14	<2>	收集以下顶级毒属性武器中的一把：		1	2	0	0		5	2	
11089		永眠仙境	1	1	10	10		3	0	0	0	0	0	1	4	14	53137	0		1			114	weapon_top_06	<2>	收集以下顶级眠属性武器中的一把：		1	2	0	0		5	2	
11089		永眠仙境	1	1	10	10		3	0	0	0	0	0	1	4	14	52132	0		1			114	weapon_top_06	<2>	收集以下顶级眠属性武器中的一把：		1	2	0	0		5	2	
11089		永眠仙境	1	1	10	10		3	0	0	0	0	0	1	4	14	50135	0		1			114	weapon_top_06	<2>	收集以下顶级眠属性武器中的一把：		1	2	0	0		5	2	
11089		永眠仙境	1	1	10	10		3	0	0	0	0	0	1	4	14	54135	0		1			114	weapon_top_06	<2>	收集以下顶级眠属性武器中的一把：		1	2	0	0		5	2	
11089		永眠仙境	1	1	10	10		3	0	0	0	0	0	1	4	14	59135	0		1			114	weapon_top_06	<2>	收集以下顶级眠属性武器中的一把：		1	2	0	0		5	2	
11089		永眠仙境	1	1	10	10		3	0	0	0	0	0	1	4	14	55136	0		1			114	weapon_top_06	<2>	收集以下顶级眠属性武器中的一把：		1	2	0	0		5	2	
11089		永眠仙境	1	1	10	10		3	0	0	0	0	0	1	4	14	56127	0		1			114	weapon_top_06	<2>	收集以下顶级眠属性武器中的一把：		1	2	0	0		5	2	
11089		永眠仙境	1	1	10	10		3	0	0	0	0	0	1	4	14	58127	0		1			114	weapon_top_06	<2>	收集以下顶级眠属性武器中的一把：		1	2	0	0		5	2	
11089		永眠仙境	1	1	10	10		3	0	0	0	0	0	1	4	14	57127	0		1			114	weapon_top_06	<2>	收集以下顶级眠属性武器中的一把：		1	2	0	0		5	2	
11090		酷虐锁缚	1	1	10	10		3	0	0	0	0	0	1	4	14	53134	0		1			115	weapon_top_11	<2>	收集以下顶级麻属性武器中的一把：		1	2	0	0		5	2	
11090		酷虐锁缚	1	1	10	10		3	0	0	0	0	0	1	4	14	52137	0		1			115	weapon_top_11	<2>	收集以下顶级麻属性武器中的一把：		1	2	0	0		5	2	
11090		酷虐锁缚	1	1	10	10		3	0	0	0	0	0	1	4	14	50133	0		1			115	weapon_top_11	<2>	收集以下顶级麻属性武器中的一把：		1	2	0	0		5	2	
11090		酷虐锁缚	1	1	10	10		3	0	0	0	0	0	1	4	14	54133	0		1			115	weapon_top_11	<2>	收集以下顶级麻属性武器中的一把：		1	2	0	0		5	2	
11090		酷虐锁缚	1	1	10	10		3	0	0	0	0	0	1	4	14	59133	0		1			115	weapon_top_11	<2>	收集以下顶级麻属性武器中的一把：		1	2	0	0		5	2	
11090		酷虐锁缚	1	1	10	10		3	0	0	0	0	0	1	4	14	55137	0		1			115	weapon_top_11	<2>	收集以下顶级麻属性武器中的一把：		1	2	0	0		5	2	
11090		酷虐锁缚	1	1	10	10		3	0	0	0	0	0	1	4	14	56123	0		1			115	weapon_top_11	<2>	收集以下顶级麻属性武器中的一把：		1	2	0	0		5	2	
11090		酷虐锁缚	1	1	10	10		3	0	0	0	0	0	1	4	14	58123	0		1			115	weapon_top_11	<2>	收集以下顶级麻属性武器中的一把：		1	2	0	0		5	2	
11090		酷虐锁缚	1	1	10	10		3	0	0	0	0	0	1	4	14	57123	0		1			115	weapon_top_11	<2>	收集以下顶级麻属性武器中的一把：		1	2	0	0		5	2	
11091		初阶河狸兽防具	1	1	10	10		1	0	0	0	0	0	5	4	14	60011	0		1			5000	card_armor_01	<2>	收集任意5种初阶河狸兽防具：		1	1	0	0		1	2	
11091		初阶河狸兽防具	1	1	10	10		1	0	0	0	0	0	5	4	14	60012	0		1			5000	card_armor_01	<2>	收集任意5种初阶河狸兽防具：		1	1	0	0		1	2	
11091		初阶河狸兽防具	1	1	10	10		1	0	0	0	0	0	5	4	14	60013	0		1			5000	card_armor_01	<2>	收集任意5种初阶河狸兽防具：		1	1	0	0		1	2	
11091		初阶河狸兽防具	1	1	10	10		1	0	0	0	0	0	5	4	14	60014	0		1			5000	card_armor_01	<2>	收集任意5种初阶河狸兽防具：		1	1	0	0		1	2	
11091		初阶河狸兽防具	1	1	10	10		1	0	0	0	0	0	5	4	14	60015	0		1			5000	card_armor_01	<2>	收集任意5种初阶河狸兽防具：		1	1	0	0		1	2	
11091		初阶河狸兽防具	1	1	10	10		1	0	0	0	0	0	5	4	14	60016	0		1			5000	card_armor_01	<2>	收集任意5种初阶河狸兽防具：		1	1	0	0		1	2	
11091		初阶河狸兽防具	1	1	10	10		1	0	0	0	0	0	5	4	14	60017	0		1			5000	card_armor_01	<2>	收集任意5种初阶河狸兽防具：		1	1	0	0		1	2	
11091		初阶河狸兽防具	1	1	10	10		1	0	0	0	0	0	5	4	14	60018	0		1			5000	card_armor_01	<2>	收集任意5种初阶河狸兽防具：		1	1	0	0		1	2	
11091		初阶河狸兽防具	1	1	10	10		1	0	0	0	0	0	5	4	14	60019	0		1			5000	card_armor_01	<2>	收集任意5种初阶河狸兽防具：		1	1	0	0		1	2	
11091		初阶河狸兽防具	1	1	10	10		1	0	0	0	0	0	5	4	14	60020	0		1			5000	card_armor_01	<2>	收集任意5种初阶河狸兽防具：		1	1	0	0		1	2	
11092		初阶蓝速龙王防具	1	1	10	10		1	0	0	0	0	0	5	4	14	60021	0		1			5001	card_armor_03	<2>	收集任意5种初阶蓝速龙王防具：		1	1	0	0		1	2	
11092		初阶蓝速龙王防具	1	1	10	10		1	0	0	0	0	0	5	4	14	60022	0		1			5001	card_armor_03	<2>	收集任意5种初阶蓝速龙王防具：		1	1	0	0		1	2	
11092		初阶蓝速龙王防具	1	1	10	10		1	0	0	0	0	0	5	4	14	60023	0		1			5001	card_armor_03	<2>	收集任意5种初阶蓝速龙王防具：		1	1	0	0		1	2	
11092		初阶蓝速龙王防具	1	1	10	10		1	0	0	0	0	0	5	4	14	60024	0		1			5001	card_armor_03	<2>	收集任意5种初阶蓝速龙王防具：		1	1	0	0		1	2	
11092		初阶蓝速龙王防具	1	1	10	10		1	0	0	0	0	0	5	4	14	60025	0		1			5001	card_armor_03	<2>	收集任意5种初阶蓝速龙王防具：		1	1	0	0		1	2	
11092		初阶蓝速龙王防具	1	1	10	10		1	0	0	0	0	0	5	4	14	60026	0		1			5001	card_armor_03	<2>	收集任意5种初阶蓝速龙王防具：		1	1	0	0		1	2	
11092		初阶蓝速龙王防具	1	1	10	10		1	0	0	0	0	0	5	4	14	60027	0		1			5001	card_armor_03	<2>	收集任意5种初阶蓝速龙王防具：		1	1	0	0		1	2	
11092		初阶蓝速龙王防具	1	1	10	10		1	0	0	0	0	0	5	4	14	60028	0		1			5001	card_armor_03	<2>	收集任意5种初阶蓝速龙王防具：		1	1	0	0		1	2	
11092		初阶蓝速龙王防具	1	1	10	10		1	0	0	0	0	0	5	4	14	60029	0		1			5001	card_armor_03	<2>	收集任意5种初阶蓝速龙王防具：		1	1	0	0		1	2	
11092		初阶蓝速龙王防具	1	1	10	10		1	0	0	0	0	0	5	4	14	60030	0		1			5001	card_armor_03	<2>	收集任意5种初阶蓝速龙王防具：		1	1	0	0		1	2	
11093		初阶大野猪王防具	1	1	10	10		1	0	0	0	0	0	5	4	14	60031	0		1			5002	card_armor_05	<2>	收集任意5种初阶大野猪王防具：		1	1	0	0		1	2	
