#TSV
#============Begin of sheet============
@Sheet=商城版本号
索引	当前版本号
1	13
#============End of sheet============

#============Begin of sheet============
@Sheet=打折卡
物品ID	折扣	折扣额度上限	商品范围
24959	90	50000	
24957	80	50000	
40273	70	50000	
40274	50	50000	
40275	10	50000	
40578	10	70000	
40579	20	70000	
40580	30	70000	
40581	40	70000	
40582	50	70000	
40583	60	70000	
40584	70	70000	
40585	80	70000	
40586	90	70000	
40605	10	100000	
40637	80	50000	
#============End of sheet============

#============Begin of sheet============
@Sheet=打折卡测试数据
物品ID	折扣	折扣额度上限	商品范围
2	95		
#============End of sheet============

#============Begin of sheet============
@Sheet=点券商城
索引ID	组ID	是否显示	图标ICON	女性图标ICON	结算类型	商品名称	物品ID	贩卖数量	类型	子类型	推荐区	销售标志	价格	优惠价格	会员价格	蓝钻会员价格	免费	会员免费	打折卡是否有效	是否可赠送/索取	是否购买自动使用	开始贩售时间	结束贩售时间	购买上限	限制周期	是否取消上架	功能名称	功能参数	BtlSvr不可购买	VIP等级限制	QQ会员限制	人物等级限制	增加VIP经验	排序参数	微信支付信息	是否是VIP物品	模型类型	模型信息	模型动作	性别限制
693	116	0	ma043_04		点券	瑶光战甲（腿部）	775352	1	人物服饰	足部			2680		2580					1						1								1946						0
694	116	1	ma043_04		点券	瑶光战甲（腿部）	775353	1	人物服饰	足部			2680		2580											0														0
695		1	ma041_pl_m	ma041_pl_f	点券	荒野牛仔套装	40276	1	人物服饰	其他			18800		17800				1	1	1					1								928						0
696		1	ma041_u01_pl_m	ma041_u01_pl_f	点券	荒野镖客套装	40277	1	人物服饰	其他			20800		19800						1									3				929			1	776813;776823;776833;776843;776853;	0	0
697		1	ma041_we_n		猎币	黄金左轮	410023	1	武器	弩			8800		8600				1	1														930			3	410023	1	0
698		1	masp009_we_d_se		点券	汲血龙斩·S礼包	40278	1	武器	大剑			37800		36800									1	永久									931						0
699		1	masp009_we_d		猎币	汲血龙斩	412613	1	武器	大剑			9800		9600				1	1														932			3	412613	1	0
700		1	prop_food_ring		点券	喵喵铃铛	40313	1	功能	限购			20800		19800				1					1	永久									861						0
701		1	prop_food_ring		点券	喵便当宅急送礼包	40279	1	功能	限购			26800		25800				1			2016/06/07 0:0:0	2016/6/27 23:59:59	1	永久									932			2	93363;93368	0	0
702		1	mahat038_01		点券	萌动小猪石板包	40280	1	功能	限购			48000		45600							2016/06/14 0:0:0	2016/6/27 23:59:59	1	永久									932						0
703		1	mart_hourglass_big		猎币	影之时计	40314	1	功能	辅助			200		190					1														861						0
704		1	ma056_pl_m	ma056_pl_f	点券	龙光战甲套装	40316	1	人物服饰	其他			19800		18800				1	1	1					1								921			1	777613;777623;777633;777643;777653;	1	0
705		1	ma056_we_n		猎币	龙光魔晶炮	413223	1	武器	弩			13800		12800				1	1														922			3	413223	1	0
706		1	ma056_we_n		点券	龙光魔晶炮石板包	40317	1	武器	弩			52800		51800							2016/06/28 0:0:0	2016/7/18 23:59:59	1	永久									923			3	413223	1	0
707		1	ma067_pl_m	ma067_pl_f	点券	巨蟹闪银铠	40318	1	功能	其他			18800		17800					1		2016/06/28 0:0:0	2016/7/25 23:59:59			1								924			1	777713;777723;777733;777743;777753;	1	0
708		1	mart_pay_goods_red		点券	星盘秘宝福袋	1433	1	功能	辅助			200		190					1														926						0
709		1	prop_bill_02		点券	梅杰波尔坦黄玉	21465	1	功能	辅助			300		280					1														861						0
710	117	0	ma009_01		点券	格斗大师（头部）	776310	1	人物服饰	头部																1														0
711	117	0	ma009_01		点券	格斗大师（头部）	776311	1	人物服饰	头部																1														0
712	117	0	ma009_01		点券	格斗大师（头部）	776312	1	人物服饰	头部			4480		4280				1	1						1								1935						0
713	117	1	ma009_01		点券	格斗大师（头部）	776313	1	人物服饰	头部			4480		4280											0														0
714	118	0	ma009_03		点券	格斗大师（腕部）	776320	1	人物服饰	腕部																1														0
715	118	0	ma009_03		点券	格斗大师（腕部）	776321	1	人物服饰	腕部																1														0
716	118	0	ma009_03		点券	格斗大师（腕部）	776322	1	人物服饰	腕部			2680		2580				1	1						1								1936						0
717	118	1	ma009_03		点券	格斗大师（腕部）	776323	1	人物服饰	腕部			2680		2580											0														0
718	119	0	ma009_02		点券	格斗大师（胸部）	776330	1	人物服饰	胸部																1														0
719	119	0	ma009_02		点券	格斗大师（胸部）	776331	1	人物服饰	胸部																1														0
720	119	0	ma009_02		点券	格斗大师（胸部）	776332	1	人物服饰	胸部			4980		4680				1	1						1								1937						0
721	119	1	ma009_02		点券	格斗大师（胸部）	776333	1	人物服饰	胸部			4980		4680											0														0
722	120	0	ma009_05		点券	格斗大师（腰部）	776340	1	人物服饰	腰部																1														0
723	120	0	ma009_05		点券	格斗大师（腰部）	776341	1	人物服饰	腰部																1														0
724	120	0	ma009_05		点券	格斗大师（腰部）	776342	1	人物服饰	腰部			3980		3760				1	1						1								1938						0
725	120	1	ma009_05		点券	格斗大师（腰部）	776343	1	人物服饰	腰部			3980		3760											0														0
726	121	0	ma009_04		点券	格斗大师（腿部）	776350	1	人物服饰	足部																1														0
727	121	0	ma009_04		点券	格斗大师（腿部）	776351	1	人物服饰	足部																1														0
728	121	0	ma009_04		点券	格斗大师（腿部）	776352	1	人物服饰	足部			2680		2580				1	1						1								1939						0
729	121	1	ma009_04		点券	格斗大师（腿部）	776353	1	人物服饰	足部			2680		2580											0														0
730		1	ma060_pl_m	ma060_pl_f	点券	鲛织水装	40319	1	人物服饰	其他			16800	8600	15800						1	2016/07/12 0:0:0	2016/7/18 23:59:59	1	永久									917			1	750063	0	0
731		1	ma060_pl_m	ma060_pl_f	点券	鲛织水装	40320	1	人物服饰	其他			16800		15800					1	1	2016/07/19 0:0:0												917			1	750063	0	0
732		1	ma060_we_d		点券	夏日泳装豪华包	40321	1	功能	限购			19800		18800							2016/07/12 0:0:0	2016/7/25 23:59:59	1	永久									918			3	750063;414813	1	0
733		1	mart_chest_SilverCoin		点券	银箱子	40322	1	功能	辅助			980		960							2016/07/12 0:0:0	2017/2/14 3:0:0	10	每日									842						0
734	122	0	ma041_01		点券	荒野牛仔（头部）	776710	1	人物服饰	头部																1														0
735	122	0	ma041_01		点券	荒野牛仔（头部）	776711	1	人物服饰	头部																1														0
736	122	0	ma041_01		点券	荒野牛仔（头部）	776712	1	人物服饰	头部			4480		4280				1	1						1								1923						0
737	122	1	ma041_01		点券	荒野牛仔（头部）	776713	1	人物服饰	头部			4480		4280											0														0
738	123	0	ma041_03		点券	荒野牛仔（腕部）	776720	1	人物服饰	腕部																1														0
739	123	0	ma041_03		点券	荒野牛仔（腕部）	776721	1	人物服饰	腕部																1														0
740	123	0	ma041_03		点券	荒野牛仔（腕部）	776722	1	人物服饰	腕部			2680		2580				1	1						1								1924						0
741	123	1	ma041_03		点券	荒野牛仔（腕部）	776723	1	人物服饰	腕部			2680		2580											0														0
742	124	0	ma041_02		点券	荒野牛仔（胸部）	776730	1	人物服饰	胸部																1														0
743	124	0	ma041_02		点券	荒野牛仔（胸部）	776731	1	人物服饰	胸部																1														0
744	124	0	ma041_02		点券	荒野牛仔（胸部）	776732	1	人物服饰	胸部			4980		4680				1	1						1								1925						0
745	124	1	ma041_02		点券	荒野牛仔（胸部）	776733	1	人物服饰	胸部			4980		4680											0														0
746	125	0	ma041_05		点券	荒野牛仔（腰部）	776740	1	人物服饰	腰部																1														0
747	125	0	ma041_05		点券	荒野牛仔（腰部）	776741	1	人物服饰	腰部																1														0
748	125	0	ma041_05		点券	荒野牛仔（腰部）	776742	1	人物服饰	腰部			3980		3760				1	1						1								1926						0
749	125	1	ma041_05		点券	荒野牛仔（腰部）	776743	1	人物服饰	腰部			3980		3760											0														0
750	126	0	ma041_04		点券	荒野牛仔（腿部）	776750	1	人物服饰	足部																1														0
751	126	0	ma041_04		点券	荒野牛仔（腿部）	776751	1	人物服饰	足部																1														0
752	126	0	ma041_04		点券	荒野牛仔（腿部）	776752	1	人物服饰	足部			2680		2580					1						1								1927						0
753	126	1	ma041_04		点券	荒野牛仔（腿部）	776753	1	人物服饰	足部			2680		2580											0														0
754	127	0	ma052_01		点券	圣光骑士（头部）	776210	1	人物服饰	头部																1														0
755	127	0	ma052_01		点券	圣光骑士（头部）	776211	1	人物服饰	头部																1														0
756	127	0	ma052_01		点券	圣光骑士（头部）	776212	1	人物服饰	头部			4480		4280				1	1						1								1929						0
757	127	1	ma052_01		点券	圣光骑士（头部）	776213	1	人物服饰	头部			4480		4280											0														0
758	128	0	ma052_03		点券	圣光骑士（腕部）	776220	1	人物服饰	腕部																1														0
759	128	0	ma052_03		点券	圣光骑士（腕部）	776221	1	人物服饰	腕部																1														0
760	128	0	ma052_03		点券	圣光骑士（腕部）	776222	1	人物服饰	腕部			2680		2580				1	1						1								1930						0
761	128	1	ma052_03		点券	圣光骑士（腕部）	776223	1	人物服饰	腕部			2680		2580											0														0
762	129	0	ma052_02		点券	圣光骑士（胸部）	776230	1	人物服饰	胸部																1														0
763	129	0	ma052_02		点券	圣光骑士（胸部）	776231	1	人物服饰	胸部																1														0
764	129	0	ma052_02		点券	圣光骑士（胸部）	776232	1	人物服饰	胸部			4980		4680				1	1						1								1931						0
765	129	1	ma052_02		点券	圣光骑士（胸部）	776233	1	人物服饰	胸部			4980		4680											0														0
766	130	0	ma052_05		点券	圣光骑士（腰部）	776240	1	人物服饰	腰部																1														0
767	130	0	ma052_05		点券	圣光骑士（腰部）	776241	1	人物服饰	腰部																1														0
768	130	0	ma052_05		点券	圣光骑士（腰部）	776242	1	人物服饰	腰部			3980		3760				1	1						1								1932						0
769	130	1	ma052_05		点券	圣光骑士（腰部）	776243	1	人物服饰	腰部			3980		3760											0														0
770	131	0	ma052_04		点券	圣光骑士（腿部）	776250	1	人物服饰	足部																1														0
771	131	0	ma052_04		点券	圣光骑士（腿部）	776251	1	人物服饰	足部																1														0
772	131	0	ma052_04		点券	圣光骑士（腿部）	776252	1	人物服饰	足部			2680		2580					1						1								1933						0
773	131	1	ma052_04		点券	圣光骑士（腿部）	776253	1	人物服饰	足部			2680		2580											0														0
774		1	mart_vip_gift_bigger_2		点券	猫婆婆礼物盒	40323	1	功能	其他			4580		3980							2016/07/26 0:0:0								3				861						0
775		1	mart_fashion_gifts_red		猎币	夏日缤纷服饰包	40324	1	功能	辅助			1880		1680							2016/07/05 0:0:0	2016/7/25 23:59:59			1								920						0
776		1	ma068_pl_m	ma068_pl_f	点券	狮子闪银铠	40332	1	人物服饰	其他			18800		17800					1	1	2016/07/26 0:0:0	2016/08/22 23:59:59											907			1	778613;778623;778633;778643;778653;	1	0
777		1	ma068_we_s		点券	狮王争霸礼包	40333	1	功能	限购			22800		21800							2016/07/26 0:0:0	2016/08/22 23:59:59	1	永久									908			3	415063;778613;778623;778633;778643;778653;	1	0
778		1	ma068_u01_we_s_se		点券	狂狮战吼礼包	40334	1	武器	双刀			32800		25800							2016/07/26 0:0:0	2016/08/22 23:59:59	1	永久									909			3	415463	1	0
779		1	ma055_pl_m	ma055_pl_f	点券	海盗船长套装礼包	40335	1	功能	限购			19800		18800					1		2016/07/26 0:0:0	2016/08/08 23:59:59											910			1	779413;779423;779433;779443;779453;	1	0
780		1	prop_jewel_08		点券	增殖玉	20006	1	功能	辅助			980		960					1		2016/07/26 0:0:0												861						0
781		1	Mart_Coop_CommonPack01		猎币	一阶天赋书礼包	40336	1	功能	其他			480		480							2016/07/26 0:0:0				1				2				861						0
782		1	Mart_Coop_CommonPack02		猎币	二阶天赋书礼包	40337	1	功能	其他			480		480							2016/07/26 0:0:0				1				3				861						0
783		1	mart_cat_scroll_bigger_3		点券	喵喵技能券	40315	1	功能	辅助			100		100					1		2016/07/26 0:0:0	2017/2/14 3:0:0											861						0
784		1	mart_vip_gift_bigger_1		点券	上班族素材补给包	40338	1	功能	其他			380		360					1		2016/07/26 0:0:0	2017/2/14 3:0:0											912						0
785		1	ma073_pl_m	ma073_pl_f	点券	绀碧之恋	40340	1	人物服饰	其他			20800	14800	19800						1	2016/08/09 0:0:0	2016/08/15 23:59:59	1	永久	1								896			1	779013;779023;779033;779043;779053;		0
786		1	ma073_pl_m	ma073_pl_f	点券	绀碧之恋	40341	1	人物服饰	其他			20800		19800					1	1	2016/08/16 0:0:0				1								897			1	779013;779023;779033;779043;779053;		0
787		1	ma073_we_f		猎币	苍海潮音	415693	1	武器	笛子			8800		8600					1														898			3	415693	1	0
788		1	mart_gift_swimsuit2		点券	绀碧恋歌情人节礼包	40342	1	功能	限购			26800		25800							2016/08/09 0:0:0	2016/08/15 23:59:59	1	永久									899			3	779013;779023;779033;779043;779053;415693;	1	0
789		1	masp014_we_s_se		点券	嗜血双刀·S	415863	1	武器	双刀			28800		23800					1														900			3	415863	1	0
790		1	mart_gift_sward		点券	嗜血三刀流礼包	40343	1	功能	限购			33800		28800							2016/08/09 0:0:0	2016/08/22 23:59:59	1	永久									901			3	415863;781413	1	0
791		1	ma043_we_d_se		点券	瑶光次元斩·S	406813	1	武器	大剑			28800		25800					1														902			3	406813	1	0
792		1	mart_gift_yaoguang		点券	瑶光制式装备礼包	40344	1	功能	限购			55800		43800							2016/08/09 0:0:0	2016/08/22 23:59:59	1	永久									903			3	775313;775323;775333;775343;775353;406813;	1	0
793		1	p_ma_040_4		点券	瑶光喵	40345	1	艾露服饰	其他			12800		11800					1														904			4	92160;93413;93418		0
794		1	p_ma_021_4		点券	渔夫喵	40346	1	艾露服饰	其他			6800		4800					1														905			4	92164;93423;93428		0
795		1	p_ma_031_4		点券	水手喵	40347	1	艾露服饰	其他			7800		5800					1														906			4	92168;93433;93438		0
796		1	masp014_we_s		猎币	嗜血双刀	413663	1	武器	双刀			9800		8800					1														900			3	413663	1	0
797		1	ma043_we_d		猎币	瑶光次元斩	406613	1	武器	大剑			12800		10800					1														902			3	406613	1	0
1000		1	ma069_pl_m	ma069_pl_f	点券	处女闪银铠	40349	1	人物服饰	其他			18800		17800					1	1	2016/08/23 0:0:0	2016/9/26 23:59:59											886			1	779613;779623;779633;779643;779653;		0
1001		1	mart_gift_goddess		点券	女神之祝福礼包	40350	1	功能	限购			26800		22800							2016/08/23 0:0:0	2016/9/26 23:59:59	1	永久									887			3	779613;779623;779633;779643;779653;416093	1	0
1002		1	ma069_we_g_se		点券	天使之籁·S	416293	1	武器	笛子			25800		19800					1		2016/08/23 0:0:0	2016/9/26 23:59:59											888			3	416293	1	0
1003		1	masp010_we_g		猎币	疾风迅雷	405503	1	武器	弓			9800		8800																			889			3	405503	1	0
1004		1	masp010_we_g_se		点券	疾风迅雷·S礼包	40351	1	武器	弓			28800		25800																			890			3	405703	1	0
1005		1	mart_pay_goods_blue		点券	进击猎人·1折包	40352	1	功能	限购			14800	1680	13800							2016/08/23 0:0:0	2016/9/12 23:59:59	1	永久									891			1	781723	1	0
1006		1	mart_pay_goods_green		点券	进击猎人·2折包	40353	1	功能	限购			25800	3880	24800							2016/08/23 0:0:0	2016/9/12 23:59:59	1	永久									892			1	781743	1	0
1007		1	mart_pay_goods_red		点券	进击猎人·3折包	40354	1	功能	限购			35800	6880	33800							2016/08/23 0:0:0	2016/9/12 23:59:59	1	永久									893			1	781713	1	0
1008		1	mart_pay_goods_purple		点券	进击猎人·4折包	40355	1	功能	限购			48000	13800	45800							2016/08/23 0:0:0	2016/9/12 23:59:59	1	永久									894			1	781753	1	0
1009		1	mart_pay_goods_yellow		点券	进击猎人·5折包	40356	1	功能	限购			58800	23800	55800							2016/08/23 0:0:0	2016/9/12 23:59:59	1	永久									895			1	781733	1	0
1010		1			点券	团队回复笛『LV1』	1	1	功能	辅助			9800		8800					1						1								895						0
1011		1			点券	团队回复笛『LV2』	1	1	功能	辅助			16800		15800					1						1								895						0
