#TSV
#============Begin of sheet============
@Sheet=宠物装备打造
配方ID	配方名称	装备系列	搜索关键字	NpcID	UnlockLevelID	配方类型	锻造代币ID	锻造代币抵扣金额	锻造代币使用上限	装备类型	打造种类	使用等级	使用星级	远近类型	生成物品1ID	生成数量1	生成率1	生成物品2ID	生成数量2	生成率2	副产物ID	副产数量	副产生成率	消耗金钱	原料1ID	数量1	原料2ID	数量2	原料3ID	数量3	原料4ID	数量4	原料5ID	数量5	原料6ID	数量6	原料7ID	数量7	原料8ID	数量8	原料9ID	数量9	原料10ID	数量10
61024		蓝速龙王腿甲				1				1	14	1	1	1	61015	1	100							2400	22931	5	22932	4	22933	1	23191	1	22929	1																																								
61025		蓝速龙王战帽				1				1	10	1	1	2	61016	1	100							2400	22931	5	22932	5	22933	1	23191	1	22929	1																																								
61026		蓝速龙王护手				1				1	11	1	1	2	61017	1	100							2400	22931	5	22932	5	22933	1	23191	1	22929	1																																								
61027		蓝速龙王护甲				1				1	12	1	1	2	61018	1	100							2400	22931	5	22932	5	22933	1	22929	2																																										
61028		蓝速龙王护腰				1				1	13	1	1	2	61019	1	100							2400	22931	5	22932	4	22933	2	22929	1																																										
61029		蓝速龙王护腿				1				1	14	1	1	2	61020	1	100							2400	22931	5	22932	4	22933	1	23191	1	22929	1																																								
61030		大野猪王头盔				1				1	10	1	1	1	61021	1	100							2400	22934	5	22937	5	22938	1	23185	1	22936	1																																								
61031		大野猪王腕甲				1				1	11	1	1	1	61022	1	100							2400	22934	5	22937	5	22938	1	23185	1	22936	1																																								
61032		大野猪王铠甲				1				1	12	1	1	1	61023	1	100							2400	22934	5	22937	5	22938	1	22936	2																																										
61033		大野猪王腰甲				1				1	13	1	1	1	61024	1	100							2400	22934	5	22937	4	22938	2	22936	1																																										
61034		大野猪王腿甲				1				1	14	1	1	1	61025	1	100							2400	22934	5	22937	4	22938	1	23185	1	22936	1																																								
61035		大野猪王战帽				1				1	10	1	1	2	61026	1	100							2400	22934	5	22937	5	22938	1	23185	1	22936	1																																								
61036		大野猪王护手				1				1	11	1	1	2	61027	1	100							2400	22934	5	22937	5	22938	1	23185	1	22936	1																																								
61037		大野猪王护甲				1				1	12	1	1	2	61028	1	100							2400	22934	5	22937	5	22938	1	22936	2																																										
61038		大野猪王护腰				1				1	13	1	1	2	61029	1	100							2400	22934	5	22937	4	22938	2	22936	1																																										
61039		大野猪王护腿				1				1	14	1	1	2	61030	1	100							2400	22934	5	22937	4	22938	1	23185	1	22936	1																																								
61040		大怪鸟头盔				1				1	10	1	1	1	61031	1	100							2400	22580	5	22581	5	22582	1	23197	1	22583	1																																								
61041		大怪鸟腕甲				1				1	11	1	1	1	61032	1	100							2400	22580	5	22581	5	22582	1	23197	1	22583	1																																								
61042		大怪鸟铠甲				1				1	12	1	1	1	61033	1	100							2400	22580	5	22581	5	22582	1	22583	2																																										
61043		大怪鸟腰甲				1				1	13	1	1	1	61034	1	100							2400	22580	5	22581	4	22582	2	22583	1																																										
61044		大怪鸟腿甲				1				1	14	1	1	1	61035	1	100							2400	22580	5	22581	4	22582	1	23197	1	22583	1																																								
61045		大怪鸟战帽				1				1	10	1	1	2	61036	1	100							2400	22580	5	22581	5	22582	1	23197	1	22583	1																																								
61046		大怪鸟护手				1				1	11	1	1	2	61037	1	100							2400	22580	5	22581	5	22582	1	23197	1	22583	1																																								
61047		大怪鸟护甲				1				1	12	1	1	2	61038	1	100							2400	22580	5	22581	5	22582	1	22583	2																																										
61048		大怪鸟护腰				1				1	13	1	1	2	61039	1	100							2400	22580	5	22581	4	22582	2	22583	1																																										
61049		大怪鸟护腿				1				1	14	1	1	2	61040	1	100							2400	22580	5	22581	4	22582	1	23197	1	22583	1																																								
61050		黄速龙王头盔				1				1	10	1	1	1	61041	1	100							2400	22941	5	22942	5	22943	1	23194	1	22944	1																																								
61051		黄速龙王腕甲				1				1	11	1	1	1	61042	1	100							2400	22941	5	22942	5	22943	1	23194	1	22944	1																																								
61052		黄速龙王铠甲				1				1	12	1	1	1	61043	1	100							2400	22941	5	22942	5	22943	1	22944	2																																										
61053		黄速龙王腰甲				1				1	13	1	1	1	61044	1	100							2400	22941	5	22942	4	22943	2	22944	1																																										
61054		黄速龙王腿甲				1				1	14	1	1	1	61045	1	100							2400	22941	5	22942	4	22943	1	23194	1	22944	1																																								
61055		黄速龙王战帽				1				1	10	1	1	2	61046	1	100							2400	22941	5	22942	5	22943	1	23194	1	22944	1																																								
61056		黄速龙王护手				1				1	11	1	1	2	61047	1	100							2400	22941	5	22942	5	22943	1	23194	1	22944	1																																								
61057		黄速龙王护甲				1				1	12	1	1	2	61048	1	100							2400	22941	5	22942	5	22943	1	22944	2																																										
61058		黄速龙王护腰				1				1	13	1	1	2	61049	1	100							2400	22941	5	22942	4	22943	2	22944	1																																										
61059		黄速龙王护腿				1				1	14	1	1	2	61050	1	100							2400	22941	5	22942	4	22943	1	23194	1	22944	1																																								
61060		鬼狩蛛头盔				1				1	10	1	1	1	61051	1	100							2400	22803	5	22804	5	22805	1	23206	1	22806	1																																								
61061		鬼狩蛛腕甲				1				1	11	1	1	1	61052	1	100							2400	22803	5	22804	5	22805	1	23206	1	22806	1																																								
61062		鬼狩蛛铠甲				1				1	12	1	1	1	61053	1	100							2400	22803	5	22804	5	22805	1	22806	2																																										
61063		鬼狩蛛腰甲				1				1	13	1	1	1	61054	1	100							2400	22803	5	22804	4	22805	2	22806	1																																										
61064		鬼狩蛛腿甲				1				1	14	1	1	1	61055	1	100							2400	22803	5	22804	4	22805	1	23206	1	22806	1																																								
61065		鬼狩蛛战帽				1				1	10	1	1	2	61056	1	100							2400	22803	5	22804	5	22805	1	23206	1	22806	1																																								
61066		鬼狩蛛护手				1				1	11	1	1	2	61057	1	100							2400	22803	5	22804	5	22805	1	23206	1	22806	1																																								
61067		鬼狩蛛护甲				1				1	12	1	1	2	61058	1	100							2400	22803	5	22804	5	22805	1	22806	2																																										
61068		鬼狩蛛护腰				1				1	13	1	1	2	61059	1	100							2400	22803	5	22804	4	22805	2	22806	1																																										
61069		鬼狩蛛护腿				1				1	14	1	1	2	61060	1	100							2400	22803	5	22804	4	22805	1	23206	1	22806	1																																								
61070		沙狸兽头盔				1				1	10	1	1	1	61061	1	100							2400	22810	5	22811	5	22812	1	23212	1	22813	1																																								
61071		沙狸兽腕甲				1				1	11	1	1	1	61062	1	100							2400	22810	5	22811	5	22812	1	23212	1	22813	1																																								
61072		沙狸兽铠甲				1				1	12	1	1	1	61063	1	100							2400	22810	5	22811	5	22812	1	22813	2																																										
61073		沙狸兽腰甲				1				1	13	1	1	1	61064	1	100							2400	22810	5	22811	4	22812	2	22813	1																																										
61074		沙狸兽腿甲				1				1	14	1	1	1	61065	1	100							2400	22810	5	22811	4	22812	1	23212	1	22813	1																																								
61075		沙狸兽战帽				1				1	10	1	1	2	61066	1	100							2400	22810	5	22811	5	22812	1	23212	1	22813	1																																								
61076		沙狸兽护手				1				1	11	1	1	2	61067	1	100							2400	22810	5	22811	5	22812	1	23212	1	22813	1																																								
61077		沙狸兽护甲				1				1	12	1	1	2	61068	1	100							2400	22810	5	22811	5	22812	1	22813	2																																										
61078		沙狸兽护腰				1				1	13	1	1	2	61069	1	100							2400	22810	5	22811	4	22812	2	22813	1																																										
61079		沙狸兽护腿				1				1	14	1	1	2	61070	1	100							2400	22810	5	22811	4	22812	1	23212	1	22813	1																																								
61080		毒怪鸟头盔				1				1	10	1	1	1	61071	1	100							2400	22817	5	22818	5	22819	1	23215	1	22820	1																																								
61081		毒怪鸟腕甲				1				1	11	1	1	1	61072	1	100							2400	22817	5	22818	5	22819	1	23215	1	22820	1																																								
61082		毒怪鸟铠甲				1				1	12	1	1	1	61073	1	100							2400	22817	5	22818	5	22819	1	22820	2																																										
61083		毒怪鸟腰甲				1				1	13	1	1	1	61074	1	100							2400	22817	5	22818	4	22819	2	22820	1																																										
61084		毒怪鸟腿甲				1				1	14	1	1	1	61075	1	100							2400	22817	5	22818	4	22819	1	23215	1	22820	1																																								
61085		毒怪鸟战帽				1				1	10	1	1	2	61076	1	100							2400	22817	5	22818	5	22819	1	23215	1	22820	1																																								
61086		毒怪鸟护手				1				1	11	1	1	2	61077	1	100							2400	22817	5	22818	5	22819	1	23215	1	22820	1																																								
61087		毒怪鸟护甲				1				1	12	1	1	2	61078	1	100							2400	22817	5	22818	5	22819	1	22820	2																																										
61088		毒怪鸟护腰				1				1	13	1	1	2	61079	1	100							2400	22817	5	22818	4	22819	2	22820	1																																										
61089		毒怪鸟护腿				1				1	14	1	1	2	61080	1	100							2400	22817	5	22818	4	22819	1	23215	1	22820	1																																								
61090		桃毛兽王头盔				1				1	10	1	1	1	61081	1	100							2400	22823	5	22824	5	22825	1	23209	1	22826	1																																								
61091		桃毛兽王腕甲				1				1	11	1	1	1	61082	1	100							2400	22823	5	22824	5	22825	1	23209	1	22826	1																																								
61092		桃毛兽王铠甲				1				1	12	1	1	1	61083	1	100							2400	22823	5	22824	5	22825	1	22826	2																																										
61093		桃毛兽王腰甲				1				1	13	1	1	1	61084	1	100							2400	22823	5	22824	4	22825	2	22826	1																																										
61094		桃毛兽王腿甲				1				1	14	1	1	1	61085	1	100							2400	22823	5	22824	4	22825	1	23209	1	22826	1																																								
61095		桃毛兽王战帽				1				1	10	1	1	2	61086	1	100							2400	22823	5	22824	5	22825	1	23209	1	22826	1																																								
61096		桃毛兽王护手				1				1	11	1	1	2	61087	1	100							2400	22823	5	22824	5	22825	1	23209	1	22826	1																																								
61097		桃毛兽王护甲				1				1	12	1	1	2	61088	1	100							2400	22823	5	22824	5	22825	1	22826	2																																										
61098		桃毛兽王护腰				1				1	13	1	1	2	61089	1	100							2400	22823	5	22824	4	22825	2	22826	1																																										
61099		桃毛兽王护腿				1				1	14	1	1	2	61090	1	100							2400	22823	5	22824	4	22825	1	23209	1	22826	1																																								
61100		沙雷鸟头盔				1				1	10	1	1	1	61091	1	100							2400	22830	5	22831	5	22832	1	23218	1	22833	1																																								
61101		沙雷鸟腕甲				1				1	11	1	1	1	61092	1	100							2400	22830	5	22831	5	22832	1	23218	1	22833	1																																								
61102		沙雷鸟铠甲				1				1	12	1	1	1	61093	1	100							2400	22830	5	22831	5	22832	1	22833	2																																										
61103		沙雷鸟腰甲				1				1	13	1	1	1	61094	1	100							2400	22830	5	22831	4	22832	2	22833	1																																										
61104		沙雷鸟腿甲				1				1	14	1	1	1	61095	1	100							2400	22830	5	22831	4	22832	1	23218	1	22833	1																																								
61105		沙雷鸟战帽				1				1	10	1	1	2	61096	1	100							2400	22830	5	22831	5	22832	1	23218	1	22833	1																																								
61106		沙雷鸟护手				1				1	11	1	1	2	61097	1	100							2400	22830	5	22831	5	22832	1	23218	1	22833	1																																								
