#TSV
#============Begin of sheet============
@Sheet=人物普通buff10~12
19110	长枪奥义01天赋破坏值		1																				命中指定部位	Neck						伤害结果部位修饰	破坏值	百分比修改	50																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	RightArm						伤害结果部位修饰	破坏值	百分比修改	50																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	RightBackLeg						伤害结果部位修饰	破坏值	百分比修改	50																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	RightFoot						伤害结果部位修饰	破坏值	百分比修改	50																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	RightHand						伤害结果部位修饰	破坏值	百分比修改	50																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	RightLeg						伤害结果部位修饰	破坏值	百分比修改	50																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	RightWing						伤害结果部位修饰	破坏值	百分比修改	50																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	RightWrist						伤害结果部位修饰	破坏值	百分比修改	50																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	Shell						伤害结果部位修饰	破坏值	百分比修改	50																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	Shell2						伤害结果部位修饰	破坏值	百分比修改	50																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	Shell3						伤害结果部位修饰	破坏值	百分比修改	50																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	Shell4						伤害结果部位修饰	破坏值	百分比修改	50																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	Tail						伤害结果部位修饰	破坏值	百分比修改	50																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	Weakpoint						伤害结果部位修饰	破坏值	百分比修改	50																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	Weakpoint2						伤害结果部位修饰	破坏值	百分比修改	50																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	Weakpoint3						伤害结果部位修饰	破坏值	百分比修改	50																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	Weakpoint4						伤害结果部位修饰	破坏值	百分比修改	50																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	WholeBody						伤害结果部位修饰	破坏值	百分比修改	50																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	Wings						伤害结果部位修饰	破坏值	百分比修改	50																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	Abdomen						伤害结果部位修饰	失衡值	百分比修改	50																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	Antennae1						伤害结果部位修饰	失衡值	百分比修改	50																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	Antennae2						伤害结果部位修饰	失衡值	百分比修改	50																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	Antennae3						伤害结果部位修饰	失衡值	百分比修改	50																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	Antennae4						伤害结果部位修饰	失衡值	百分比修改	50																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	Antennae5						伤害结果部位修饰	失衡值	百分比修改	50																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	Antennae6						伤害结果部位修饰	失衡值	百分比修改	50																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	Antennae7						伤害结果部位修饰	失衡值	百分比修改	50																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	Antennae8						伤害结果部位修饰	失衡值	百分比修改	50																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	Arms						伤害结果部位修饰	失衡值	百分比修改	50																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	Back						伤害结果部位修饰	失衡值	百分比修改	50																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	Body						伤害结果部位修饰	失衡值	百分比修改	50																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	Chest						伤害结果部位修饰	失衡值	百分比修改	50																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	Eyes						伤害结果部位修饰	失衡值	百分比修改	100																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	Face						伤害结果部位修饰	失衡值	百分比修改	100																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	Head						伤害结果部位修饰	失衡值	百分比修改	100																		
19110	长枪奥义01天赋破坏值		1																				命中指定部位	LeftArm						伤害结果部位修饰	失衡值	百分比修改	50																		
