#TSV
#============Begin of sheet============
@Sheet=messagebox
提示ID	提示内容	提示框类型	模态类型	标题栏内容	按钮1内容	按钮2内容	按钮3内容	关闭此UI默认执行的按钮功能	倒计时时间	参数1	文字颜色	分组	特殊确认功能
2006	组队失败：{人物名称}已经有队伍	1	1	3	8							
2007	组队失败：{人物名称}已经开始选择狩猎场	1	1	3	8							
2008	组队失败：{人物名称}拒绝了你的组队邀请	1	1	3	8							
2009	组队失败：你拒绝了{人物名称}的组队邀请	1	1									
2010	组队失败：该队伍已经不存在	1	1	3	8							
2011	组队失败：该队伍不在安全区	1	1	3	8							
2012	组队失败：该队伍已经开始选择狩猎场	1	1	3	8							
2013	组队失败：该队伍已经满员	1	1	3	8							
2014	切换线路失败	1	1	3	8							
2015	组队失败：{人物名称}切换线路失败	1	1	3	8							
2016	组队成功：{人物名称}加入了队伍	1	1									
2017	组队失败：你已经拥有队伍	1	1	3	8							
2018	组队失败：该队伍拒绝任何人加入	1	1	3	8							
2019	组队失败：该队伍拒绝了你的组队申请	1	1	3	8							
2020	组队失败：拒绝了{人物名称}的组队申请	1	1									
2021	{人物名称}被任命为新的队长	1	1									
2022	{人物名称}离开了队伍	1	1									
2023	{人物名称}放弃了狩猎	1	1									
2024	对不起，你没有队伍	1	1									
2025	{人物名称}被请离队伍	1	1									
2026	很遗憾，你被请离了队伍	1	1									
2027	你创建了一支队伍	1	1									
2028	组队失败：你的等级不符合	1	1	3	8							
2029	组队失败：密码验证错误	1	1	3	8							
2030	{人物名称}处于离开状态	1	1									
2031	{人物名称}邀请你加入队伍！	32	1									
2032	{人物名称}申请加入你的队伍！	32	1									
2033	请输入密码：	32	1									
2034	你加入了队伍	1	1									
2035	{人物名称}的队伍	1	1									
2036	对不起，你不满足该队伍的条件	1	1									
2037	对不起，你没有队长权限	1	1									
2038	组队失败：该队伍队长变更，请尝试再次申请	1	1									
2039	组队失败：｛人物名称｝正在进入副本	1	1	3	8							
2040	组队失败：｛人物名称｝正在进入房间	1	1	3	8							
2041	组队失败：该队伍正在进入副本	1	1	3	8							
2042	组队失败：该队伍正在进入副本	1	1	3	8							
2043	队伍名称含有非法字符，请重新设置	1	1	3	8							
2044	请设置完整的搜索条件再进行快速组队搜索	1	1	3	8							
2045	对不起，目前没有满足条件的队伍	1	1	3	8							
2046	该队伍队长正在忙碌	1	1	3	8							
2047	玩家正在准备进入副本无法组队	1	1	3	8							
2048	玩家正在匹配中，无法组队	1	1	3	8							
2049	对不起，不能邀请自己组队	1	1									
2050	你不能自言自语	1	1									
2051	对象玩家不存在	1	1									
2052	对象玩家不在线	1	1	3	8							
2053	对不起，你尚未加入队伍，无法使用队伍频道	1	1									
2054	对不起，你尚未加入猎团，无法使用猎团频道	1	1									
2055	对不起，你无法密语或私聊该猎人	1	1									
2056	对不起，你的发言频率过高，{聊天频道}禁言中	1	1									
2057	对不起，你输入的物品超链接数量超过上限	1	1									
2058	对不起，你输入的字符数量超过上限	1	1									
2059	对不起，你的发言频率过高，请稍后再试	1	1									
2060	该条消息包含安全敏感词汇，请注意你的帐号安全	1	1									
2061	对不起，你不能向黑名单中的猎人发送密语或私聊	1	1									
2062	对不起，最多只能拥有8个页签	1	1									
2063	本次精铸消耗：											
2064	所需费用：											
2065	无											
2066	艾露猫	13	1									
2067	生产系统	13	1									
2068	猎人星级	13	1									
2069	猎人庄园	13	1									
2070	喵喵异闻录	13	1									
2071	公会委托	13	1									
2072	好感度	13	1									
2073	猫饭	13	1									
2074	武器天赋	13	1									
2075	装备被动技	13	1									
2076	猎人称号	13	1									
2077	装备锻造	13	1									
2078	装备升级	13	1									
2079	防具精铸	13	1									
2080	装备镶嵌	13	1									
2081	武器突破	13	1									
2082	武器总览	13	1									
2083	武器觉醒	13	1									
2084	武器训练	13	1									
2085	千狩试炼	13	1									
2086	赏金看板	13	1									
2087	你的{字符串}熟练度不足	3	8	1	1							
2088	【礼包内容】											
2089	获得卡片【{字符串}】											
2090	该装备无法进行镶嵌	1	1	10	8							
2091	你解锁了一个仓库格子！	1	1	11	6							
2092	你解锁了十个仓库格子！	1	1	11	6							
2093	{字符串}-	1	1									
2094	对不起，你尚未加入战队，无法使用战队频道	1	1									
2095	防具派生	13	1									
2096	确认											
2097	取消											
2098	您发送喇叭消息的频率过高，请稍后再进行发送。	5	1									
2099	信息发送失败	5	1									
2100	你的好友度不足,无法获得{物品名称}	1	1	3	8							
2101	你的等级不足,无法获得{物品名称}	1	1	3	8							
2102	你获得了{物品名称}	1	1									
2103	你获得了{物品名称}*{数量}	1	1									
2104	你的猎人星级等级不足,无法获得{物品名称}	1	1	3	8							
2105	已达到{物品名称}的携带上限	10	8									
2106	背包已满，无法继续获得物品	10	8									
2107	对不起，该补给品已被领完	1	1	3	8							
2108	对不起，该补给品已被领取部分，当前数量不足	1	1	3	8							
2109	对不起，不能把物品放入补给箱	1	1	3	8							
2110	交纳了{物品名称}	1	1									
2111	交纳了{物品名称}*{数量}	1	1									
2112	当前没有可交纳的目标物品	1	1	3	8							
2113	您现在处于组队状态，无法进行观战，请退出组队后再试。	1	1									
2114	组团失败：{人物名称}拒绝了你的组团邀请	1	1	3	8							
2115	组团失败：你拒绝了{人物名称}的组团邀请	1	1									
2116	{人物名称}的团队	1	1									
2117	组团失败：该团队拒绝了你的入团申请	1	1	3	8							
2118	组团失败：你拒绝了{人物名称}的入团申请	1	1									
2119	您的等级低于70级，无法领取此道具	1	1	3	8							
2120	您获得了商品[{字符串}]X{数值}	1	1	3	8							
2121	消费点券/猎币{数值}	1	1	3	8							
2122	您消费了{数值}点积分	1	1	3	8							
2123	您不能将自己加入黑名单。	1	1	3	8							
2124	您不符合领取条件，无法领取奖励	1	1									
2125	您不能将非本服玩家加入黑名单	1	1	3	8							
2126	邮件系统异常，无法收发邮件，请稍后再试	1	1	3	8							
2127	{物品名称}的过期时间被延长了	1	1	3	8							
2128	{物品名称}的过期时间被延长了{数值}小时	1	1	3	8							
2129	{物品名称}的过期时间被延长了{数值}天	1	1	3	8							
2130	您的VIP等级不符合购买此物品的条件	1	1	3	8							
2131	您的VIP道具仓库最大容量提升至{数值}格	1	1	11	6							
2132	您的点券不足，请前往充值	1	1	3	8							
2133	您的VIP素材仓库最大容量提升至{数值}格	1	1	11	6							
2134	您不是{字符串}，无法购买此物品。	1	1	11	6							
2135	{人物名称}打开{物品名称}时意外获得了稀有物品{物品名称}，真是羡煞旁人！	1	1	18	6							
2136	恭喜猎人{人物名称}成功晋级VIP6，祝您的狩猎之路无往不利，大放异彩！	1	1	18	6							
2137	QQ金牌网吧											
2138	QQ银牌网吧											
2139	QQ铜牌网吧											
2140	您成功领取了{物品名称}	1	1	3	8							
2141	物品领取失败	1	1	3	8							
2142	录屏组件异常，无法使用视频录制功能											
2143	视频已录制完毕，路径：{字符串}	1	1									
2144	未达到经验上限，不能购买	1	1	3	8							
2145	已满级，不能购买	1	1	3	8							
2146	点券不足，不能购买	1	1	3	8							
2147	已达到当前最大经验上限，不能购买	1	1	3	8							
2148	购买成功，经验上限已提升	1	1	3	8							
2149	支付失败	1	1	3	8							
2150	{字符串}同意了您的请求，你们已经是猎友了	1	1	3	8							
2151	{字符串}拒绝了您的请求	1	1	3	8							
2152	点击后可提升当日的经验上限											
2153	没有符合的奖励	1	1	3	8							
2154	没有正确的猫神象	1	1	3	8							
2155	没有足够的游戏币	1	1	3	8							
2156	没有足够的点券	1	1	3	8							
2157	已经获得了奖励	1	1	3	8							
2158	正在支付中……	1	1	3	8							
2159	支付错误	1	1	3	8							
2160	消耗点券：{数值}	1	1	3	8							
2161	消耗猎币：{数值}	1	1	3	8							
2162	本次免费	1	1	3	8							
2163	必须战队才可参加比赛	1	1	3	8							
2164	比赛在每周五、六、日晚上20：00～22：00开启	1	1	3	8							
2165	您的积分不足，无法购买	1	1	3	8							
2166	您锻造的装备已存入仓库	1	1	3	8							
2167	{物品名称}不能用于幻化	1	1	3	8							
2168	{物品名称}不能被幻化	1	1	3	8							
2169	装备不存在	1	1	3	8							
2170	幻化石不足	1	1	3	8							
2171	幻化成功	1	1	3	8							
2172	成功出售物品后，保管费将退还											
2173	只能在安全区域进行装备幻化	1	1	3	8							
2174	分解所得物品已发送至邮箱，请查收	1	1	3	8							
2175	通关{字符串}所有主线剧情狩猎场后可领取											
2176	"<FONT COLOR=\"\#fbec45\" >[装备幻化]</FONT>\n1.将仓库中的某个装备部位的外观完整的附着到当前身上对应的装备部位上\n2.幻化只会改变当前身上装备的外观，其余属性均保持不变\n3.幻化过的装备在进行“装备升级”后，幻化效果依然保留\n4.近战装备的外观不能附着到远程装备上，反之亦然\n5.完成幻化后的装备，会在装备图标上加上“幻”的标志\n6.幻化装备需要消耗幻化石，可在商城中购买到该道具，也支持快速购买"											
2177	装备幻化只改变装备的外观，不改变属性											
2178	您已经领取过奖励了	1	1	3	8							
2179	您还没有完成该章节，不能领取奖励	1	1	3	8							
2180	这是一座尚未建成的雕像，等待杰出的猎人出现……	1	1	3	8							
2181	你获得了{物品名称}	1	1	3	6							
2182	你获得了1次额外的喵喵异闻录次数	1	1	10	1							
2183	部分道具数量不足，未能完全补给	1	1	3	8							
2184	需要打开仓库才能保存方案											
2185	需要打开仓库才能进行补给											
2186	当前方案为空											
2187	仓库已满，请先整理仓库后再进行补给	1	1	3	8							
2188	补给完成	1	1	3	6							
2189	补给方案保存成功！	1	1	3	6							
2190	更改当前方案成功！	1	1	3	6							
2191	狩猎场背包内物品已自动发送至仓库	1	2									
2192	您成功领取了{物品名称}x{数值}	1	1	3	8							
2195	你没有认真完成关卡，此次无法领取武器外观兑换券	1	1	3	8							
2196	星盘委托刷新成功，您可接取新的星盘委托任务了。	1	1	3	8							
2197	星盘委托刷新失败，您的刷新次数不足。刷新次数每日重置	1	1	3	8							
2198	星盘委托刷新失败，您有已接取的星盘委托	1	1	3	8							
2199	恭喜猎人本场狩猎获得碎片“你”X1	1	1	3	8							
2200	对不起,该角色名称已经被占用，请重新输入	3	1									
2201	请耐心等待，正在加载角色信息中											
2202	请耐心等待，正在创建角色中											
2203	角色名含有非法字符！											
2204	角色名至少需要包含2个字符！											
2205	角色名称不能超过20个字符！											
2206	组队失败：该玩家不符合队伍要求的等级条件	1	1	3	8							
2207	切换线路失败	1	1	3	8							
2208	你已经在{数值}线	1	1	3	8							
2209	你的“{物品名称}”被系统自动回收	1	1	3	8							
2210	猎团战全部货款											
2211	您的货船已安全到岸，合作商会收到怪物素材后表现的非常开心，并为您付清了全部货款。											
2212	猎团战部分货款											
2213	您的货船在运输过程中被其他猎团占领了，他们带走了大部分资源，合作商会为此表示遗憾，勉强支付了一半货款。											
2214	猎团战占领奖											
2215	您在猎团战中占领了{人物名称}的货船，将其中大部分资源交给了己方合作商会，他们满意的为您支付了货款。											
2216	你的猎团已和其他商会达成了独占合作，无法再向这个商会供给资源。	1	1	3	8							
2217	龙舟占领奖											
2218	您在猎团战中取得了龙舟的占领权，为己方合作商会上交了超大量的怪物素材，他们感激的为您支付了一大笔资金。											
2219	增加了一次无序沙海抢夺次数	1	1	3	8							
2220	增加了一次狩神修罗场参与次数	1	1	3	8							
2221	您的武器没有潜能，无法使用奇烈潜能药水。	1	1	3	8							
2222	商会勋章奖励											
2223	您的猎团在本轮猎团战中占尽上风，为所有成员赢得了15天“{字符串}”的商会勋章奖励！											
