#TSV
#============Begin of sheet============
@Sheet=装备升级信息
ID	目标索引	装备ID	提升后物品id	强化等级下降	Rank等级下降	需求猎人星级	需求强化等级	需求装备物品等级	派生代币ID	派生代币抵扣金额	派生代币使用上限	需求金钱	需求素材ID1	所需数量1	需求素材ID2	所需数量2	需求素材ID3	所需数量3	需求素材ID4	所需数量4	需求素材ID5	所需数量5	需求素材ID6	所需数量6	类型素材1	类型素材点数1	类型素材2	类型素材点数2	类型素材3	类型素材点数3	类型素材4	类型素材点数4	类型素材5	类型素材点数5	类型素材6	类型素材点数6	素材代币ID1	素材代币个数1	素材代币点数1	素材代币ID2	素材代币个数2	素材代币点数2	素材代币ID3	素材代币个数3	素材代币点数3	素材代币ID4	素材代币个数4	素材代币点数4	素材代币ID5	素材代币个数5	素材代币点数5	素材代币ID6	素材代币个数6	素材代币点数6
12893	11986	113143	114143	0	0	1	0	1	21451	2000	42	170000	23266	9	23267	5	23268	2	22487	6																																		
12901	11985	51153	113703	0	0	1	0	1	21451	2000	36	145000	23368	9	23373	9	23374	5	23369	6																																		
12902	10604	113703	114703	0	0	1	0	1	21451	2000	60	240000	23373	9	23374	5	23375	2	23369	6																																		
16021	10540	53011	53012	0	0	1	0	1				1200	22798	3	22799	2	22800	1	22796	1																																		
16022	12113	53012	132002	0	0	1	0	1	21451	2000	1	6400	22799	5	22800	2	23188	1	22796	1																																		
16023	12114	132002	133002	0	0	1	0	1	21451	2000	11	47000	22800	9	23188	7	23189	2	22796	6																																		
16024	12115	133002	134002	0	0	1	0	1	21451	2000	36	145000	23188	9	23189	5	23190	2	22796	6																																		
16031	12113	53012	53131	0	0	1	0	1	21451	2000	1	6400	22648	5	22649	2	23230	1	22650	1																																		
16032	10056	53131	133121	0	0	1	0	1	21451	2000	11	47000	22649	9	23230	7	23231	2	22650	6																																		
16033	10057	133121	134121	0	0	1	0	1	21451	2000	36	145000	23230	9	23231	5	23232	2	22650	6																																		
16041	12113	53012	53161	0	0	1	0	1	21451	2000	3	13400	22655	9	22656	4	23299	2	22659	3																																		
16042	11703	53161	133151	0	0	1	0	1	21451	2000	16	65000	22656	9	23299	9	23300	3	22659	6																																		
16043	11704	133151	134151	0	0	1	0	1	21451	2000	42	170000	23299	9	23300	5	23301	2	22659	6																																		
16051	11703	53161	53599	0	0	1	0	1	21451	2000	1	5000	22713	5	22714	2	23132	1	22717	1																																		
16052	11763	53599	133589	0	0	1	0	1	21451	2000	25	100000	22714	9	23132	9	23133	3	22717	6																																		
16053	11764	133589	134589	0	0	1	0	1	21451	2000	50	200000	23132	9	23133	5	23134	3	22717	6																																		
16061	12113	53012	53051	0	0	1	0	1				1200	22810	3	22811	2	22812	1																																				
16062	10945	53051	132041	0	0	1	0	1	21451	2000	1	6400	22811	5	22812	2	23212	1	22813	1																																		
16063	10946	132041	133041	0	0	1	0	1	21451	2000	11	47000	22812	9	23212	7	23213	2	22813	6																																		
16064	10947	133041	134041	0	0	1	0	1	21451	2000	36	145000	23212	9	23213	5	23214	2	22813	6																																		
16071	10540	53011	53032	0	0	1	0	1				1200	22803	3	22804	2	22805	1	22806	1																																		
16072	12193	53032	132022	0	0	1	0	1	21451	2000	1	6400	22804	5	22805	2	23206	1	22806	1																																		
16073	12194	132022	133022	0	0	1	0	1	21451	2000	11	47000	22805	9	23206	7	23207	2	22806	6																																		
16074	12195	133022	134022	0	0	1	0	1	21451	2000	36	145000	23206	9	23207	5	23208	2	22806	6																																		
16081	12193	53032	53072	0	0	1	0	1				2400	22882	3	22883	2	22884	1	22885	1																																		
16082	12153	53072	132062	0	0	1	0	1	21451	2000	2	11000	22883	8	22884	3	23242	2	22885	2																																		
16083	12154	132062	133062	0	0	1	0	1	21451	2000	10	40000	22884	9	23242	6	23243	1	22885	6																																		
16084	12155	133062	134062	0	0	1	0	1	21451	2000	36	145000	23242	9	23243	5	23244	2	22885	6																																		
16091	12193	53032	53236	0	0	1	0	1	21451	2000	3	13400	22673	9	22674	4	23275	2	22675	3																																		
16092	12463	53236	133226	0	0	1	0	1	21451	2000	16	65000	22674	9	23275	9	23276	3	22675	6																																		
16093	12464	133226	134226	0	0	1	0	1	21451	2000	42	170000	23275	9	23276	5	23277	2	22675	6																																		
16101	12463	53236	53591	0	0	1	0	1	21451	2000	1	5000	22792	5	22793	2	23144	1	22794	1																																		
16102	12323	53591	133581	0	0	1	0	1	21451	2000	25	100000	22793	9	23144	9	23145	3	22794	6																																		
16103	12324	133581	134581	0	0	1	0	1	21451	2000	50	200000	23144	9	23145	5	23146	3	22794	6																																		
16121	10546	131001	53121	0	0	1	0	1	21451	2000	2	11000	22910	8	22911	3	23296	2	22912	2																																		
16122	10516	53121	133111	0	0	1	0	1	21451	2000	16	65000	22911	9	23296	9	23297	3	22912	6																																		
16123	10517	133111	134111	0	0	1	0	1	21451	2000	42	170000	23296	9	23297	5	23298	2	22912	6																																		
16131	10516	53121	53260	0	0	1	0	1	21451	2000	1	5000	22664	5	22665	2	23320	1	22666	1																																		
16132	11796	53260	133250	0	0	1	0	1	21451	2000	25	100000	22665	9	23320	9	23321	3	22666	6																																		
16133	11797	133250	134250	0	0	1	0	1	21451	2000	50	200000	23320	9	23321	5	23322	3	22666	6																																		
16141	11796	53260	53635	0	0	1	0	1	21451	2000	3	12000	22985	5	22986	2	23170	1	22987	1																																		
16142	11180	53635	133625	0	0	1	0	1	21451	2000	32	128000	22986	9	23170	9	23171	4	22987	6																																		
16143	11181	133625	134625	0	0	1	0	1	21451	2000	60	240000	23170	9	23171	5	23172	2	22987	6																																		
16151	10516	53121	53239	0	0	1	0	1	21451	2000	4	17000	22703	9	22704	4	23326	2	22705	3																																		
16152	11926	53239	133229	0	0	1	0	1	21451	2000	32	128000	22704	9	23326	9	23327	4	22705	6																																		
16153	11927	133229	134229	0	0	1	0	1	21451	2000	60	240000	23326	9	23327	5	23328	2	22705	6																																		
16161	11926	53239	53630	0	0	1	0	1	21451	2000	2	10000	22723	6	23182	3																																						
16162	10146	53630	133620	0	0	1	0	1	21451	2000	32	128000	22723	9	23182	9	23183	4	22727	6																																		
16163	10147	133620	134620	0	0	1	0	1	21451	2000	60	240000	23182	9	23183	5	23184	2	22727	6																																		
16171	10546	131001	53159	0	0	1	0	1	21451	2000	4	16000	22960	9	22961	5	23323	2	22962	3																																		
16172	10696	53159	133149	0	0	1	0	1	21451	2000	25	100000	22961	9	23323	9	23324	3	22962	6																																		
16173	10697	133149	134149	0	0	1	0	1	21451	2000	50	200000	23323	9	23324	5	23325	3	22962	6																																		
16181	10696	53159	53566	0	0	1	0	1	21451	2000	3	12000	22761	5	22762	2	23421	1	22763	1																																		
16182	12293	53566	133556	0	0	1	0	1	21451	2000	32	128000	22762	9	23421	9	23422	4	22763	6																																		
16183	12294	133556	134556	0	0	1	0	1	21451	2000	60	240000	23421	9	23422	5	23423	2	22763	6																																		
16191	10696	53159	53579	0	0	1	0	1	21451	2000	3	12000	23104	5	23105	2	23418	1	23106	1																																		
16192	12911	53579	133569	0	0	1	0	1	21451	2000	32	128000	23105	9	23418	9	23419	4	23106	6																																		
16193	12912	133569	134569	0	0	1	0	1	21451	2000	60	240000	23418	9	23419	5	23420	2	23106	6																																		
16201	10696	53159	53561	0	0	1	0	1	21451	2000	3	12000	22738	5	22739	2	23403	1	22742	1																																		
16202	11280	53561	133551	0	0	1	0	1	21451	2000	32	128000	22739	9	23403	9	23404	4	22742	6																																		
16203	11281	133551	134551	0	0	1	0	1	21451	2000	60	240000	23403	9	23404	5	23405	2	22742	6																																		
16221	10556	132001	53637	0	0	1	0	1	21451	2000	3	12000	22977	5	22978	2	23176	1	22979	1																																		
16222	11413	53637	133627	0	0	1	0	1	21451	2000	32	128000	22978	9	23176	9	23177	4	22979	6																																		
16223	11414	133627	134627	0	0	1	0	1	21451	2000	60	240000	23176	9	23177	5	23178	2	22979	6																																		
16231	11413	53637	133704	0	0	1	0	1	21451	2000	22	88000	23397	9	23400	9	23401	3	23398	6																																		
16232	11151	133704	134704	0	0	1	0	1	21451	2000	50	200000	23400	9	23401	5	23402	3	23398	6																																		
16241	10556	132001	53636	0	0	1	0	1	21451	2000	3	12000	22775	5	22776	2	23158	1	22777	1																																		
16242	11313	53636	133626	0	0	1	0	1	21451	2000	22	88000	22776	9	23158	9	23159	3	22777	6																																		
16243	11314	133626	134626	0	0	1	0	1	21451	2000	50	200000	23158	9	23159	5	23160	3	22777	6																																		
16251	11313	53636	53634	0	0	1	0	1	21451	2000	2	10000	22996	6	23167	3																																						
16252	11090	53634	133624	0	0	1	0	1	21451	2000	32	128000	22996	9	23167	9	23168	4	22997	6																																		
16253	11091	133624	134624	0	0	1	0	1	21451	2000	60	240000	23167	9	23168	5	23169	2	22997	6																																		
16271	12230	53013	53014	0	0	1	0	1				1200	22931	3	22932	2	22933	1	22929	1																																		
16272	11348	53014	132004	0	0	1	0	1	21451	2000	1	6400	22932	5	22933	2	23191	1	22929	1																																		
16273	11349	132004	133004	0	0	1	0	1	21451	2000	11	47000	22933	9	23191	7	23192	2	22929	6																																		
16274	11350	133004	134004	0	0	1	0	1	21451	2000	36	145000	23191	9	23192	5	23193	2	22929	6																																		
16281	11348	53014	53052	0	0	1	0	1				2400	22843	3	22844	2	22845	1	22846	1																																		
16282	12538	53052	132042	0	0	1	0	1	21451	2000	2	11000	22844	8	22845	3	23224	2	22846	2																																		
16283	12539	132042	133042	0	0	1	0	1	21451	2000	10	40000	22845	9	23224	6	23225	1	22846	6																																		
16284	12540	133042	134042	0	0	1	0	1	21451	2000	36	145000	23224	9	23225	5	23226	2	22846	6																																		
16291	12538	53052	53601	0	0	1	0	1	21451	2000	4	16000	22747	9	22748	5	23138	2	22749	3																																		
16292	11383	53601	133591	0	0	1	0	1	21451	2000	25	100000	22748	9	23138	9	23139	3	22749	6																																		
16293	11384	133591	134591	0	0	1	0	1	21451	2000	50	200000	23138	9	23139	5	23140	3	22749	6																																		
16301	11348	53014	53112	0	0	1	0	1				2400	22895	3	22896	2	22897	1	22898	1																																		
16302	11668	53112	132102	0	0	1	0	1	21451	2000	2	11000	22896	8	22897	3	23227	2	22898	2																																		
16303	11669	132102	133102	0	0	1	0	1	21451	2000	10	40000	22897	9	23227	6	23228	1	22898	6																																		
16304	11670	133102	134102	0	0	1	0	1	21451	2000	36	145000	23227	9	23228	5	23229	2	22898	6																																		
16311	11668	53112	53132	0	0	1	0	1	21451	2000	1	4000	22478	3	22479	1	23233	1	22480	1																																		
16312	11733	53132	133122	0	0	1	0	1	21451	2000	11	47000	22479	9	23233	7	23234	2	22480	6																																		
16313	11734	133122	134122	0	0	1	0	1	21451	2000	36	145000	23233	9	23234	5	23235	2	22480	6																																		
16321	11668	53112	53602	0	0	1	0	1	21451	2000	4	16000	22767	9	22768	5	23141	2	22769	3																																		
16322	10636	53602	133592	0	0	1	0	1	21451	2000	25	100000	22768	9	23141	9	23142	3	22769	6																																		
16323	10637	133592	134592	0	0	1	0	1	21451	2000	50	200000	23141	9	23142	5	23143	3	22769	6																																		
16331	10636	53602	53261	0	0	1	0	1	21451	2000	3	12000	22016	5	22017	2	23412	1	22018	1																																		
16332	10116	53261	133251	0	0	1	0	1	21451	2000	32	128000	22017	9	23412	9	23413	4	22018	6																																		
16333	10117	133251	134251	0	0	1	0	1	21451	2000	60	240000	23412	9	23413	5	23414	2	22018	6																																		
16341	10116	53261	53267	0	0	1	0	1	21451	2000	2	10000	22035	6	23415	3																																						
16342	10086	53267	133257	0	0	1	0	1	21451	2000	32	128000	22035	9	23415	9	23416	4	22036	6																																		
16343	10087	133257	134257	0	0	1	0	1	21451	2000	60	240000	23415	9	23416	5	23417	2	22036	6																																		
16351	11348	53014	53021	0	0	1	0	1				1200	22941	3	22942	2	22943	1																																				
16352	11891	53021	132011	0	0	1	0	1	21451	2000	1	6400	22942	5	22943	2	23194	1	22944	1																																		
16353	11892	132011	133011	0	0	1	0	1	21451	2000	11	47000	22943	9	23194	7	23195	2	22944	6																																		
16354	11893	133011	134011	0	0	1	0	1	21451	2000	36	145000	23194	9	23195	5	23196	2	22944	6																																		
16361	11891	53021	53041	0	0	1	0	1				2400	22836	3	22837	2	22838	1	22839	1																																		
16362	10905	53041	132031	0	0	1	0	1	21451	2000	2	11000	22837	8	22838	3	23221	2	22839	2																																		
16363	10906	132031	133031	0	0	1	0	1	21451	2000	10	40000	22838	9	23221	6	23222	1	22839	6																																		
16364	10907	133031	134031	0	0	1	0	1	21451	2000	36	145000	23221	9	23222	5	23223	2	22839	6																																		
16371	10905	53041	53231	0	0	1	0	1	21451	2000	4	16000	22228	9	22229	5	23302	2	22230	3																																		
16372	10840	53231	133221	0	0	1	0	1	21451	2000	25	100000	22229	9	23302	9	23303	3	22230	6																																		
16373	10841	133221	134221	0	0	1	0	1	21451	2000	50	200000	23302	9	23303	5	23304	3	22230	6																																		
16381	10905	53041	53314	0	0	1	0	1	21451	2000	4	16000	22627	9	22628	5	23317	2	22629	3																																		
16382	11020	53314	133304	0	0	1	0	1	21451	2000	25	100000	22628	9	23317	9	23318	3	22629	6																																		
16383	11021	133304	134304	0	0	1	0	1	21451	2000	50	200000	23317	9	23318	5	23319	3	22629	6																																		
16391	11891	53021	53116	0	0	1	0	1				2400	22830	3	22831	2	22832	1	22833	1																																		
16392	10985	53116	132106	0	0	1	0	1	21451	2000	2	11000	22831	8	22832	3	23218	2	22833	2																																		
16393	10986	132106	133106	0	0	1	0	1	21451	2000	10	40000	22832	9	23218	6	23219	1	22833	6																																		
16394	10987	133106	134106	0	0	1	0	1	21451	2000	36	145000	23218	9	23219	5	23220	2	22833	6																																		
16401	10985	53116	53135	0	0	1	0	1	21451	2000	1	4000	22550	3	22551	1	23236	1	22552	1																																		
16402	12704	53135	133125	0	0	1	0	1	21451	2000	11	47000	22551	9	23236	7	23237	2	22552	6																																		
16403	12705	133125	134125	0	0	1	0	1	21451	2000	36	145000	23236	9	23237	5	23238	2	22552	6																																		
16411	12704	53135	53639	0	0	1	0	1	21451	2000	6	24000	22969	9	22970	6	23161	3	22971	4																																		
16412	12674	53639	133629	0	0	1	0	1	21451	2000	22	88000	22970	9	23161	9	23162	3	22971	6																																		
16413	12675	133629	134629	0	0	1	0	1	21451	2000	50	200000	23161	9	23162	5	23163	3	22971	6																																		
16421	11891	53021	53721	0	0	1	0	1				1200	22953	3	22954	2	22955	1																																				
16422	12795	53721	132711	0	0	1	0	1	21451	2000	1	6400	22954	5	22955	2	23200	1	22956	1																																		
16423	12796	132711	133711	0	0	1	0	1	21451	2000	11	47000	22955	9	23200	7	23201	2	22956	6																																		
16424	12797	133711	134711	0	0	1	0	1	21451	2000	36	145000	23200	9	23201	5	23202	2	22956	6																																		
16431	12795	53721	53718	0	0	1	0	1				1200	22947	3	22948	2	22949	1																																				
16432	11957	53718	132708	0	0	1	0	1	21451	2000	1	6400	22948	5	22949	2	23203	1	22950	1																																		
16433	11958	132708	133708	0	0	1	0	1	21451	2000	11	47000	22949	9	23203	7	23204	2	22950	6																																		
