#TSV
#============Begin of sheet============
@Sheet=VIP保底奖励策略
VIP奖励索引ID	道具ID	道具名称	道具数量	相对概率	对应关卡	绑定类型
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		4	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140802		0	0	0		5	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		6	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		7	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		8	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		9	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140802		0	0	0		10	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		1	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		2	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		3	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		4	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140802		0	0	0		5	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		6	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		7	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		8	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		9	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140802		0	0	0		10	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		1	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		2	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		3	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		4	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140802		0	0	0		5	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		6	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		7	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		8	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		9	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140802		0	0	0		10	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		11	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		12	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		13	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		14	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140802		0	0	0		15	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		16	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		17	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		18	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		19	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140802		0	0	0		20	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		11	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		12	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		13	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		14	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140802		0	0	0		15	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		16	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		17	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		18	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		19	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140802		0	0	0		20	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		11	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		12	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		13	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		14	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140802		0	0	0		15	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		16	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		17	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		18	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		19	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140802		0	0	0		20	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		11	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		12	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		13	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		14	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140802		0	0	0		15	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		16	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		17	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		18	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		19	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140802		0	0	0		20	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		11	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		12	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		13	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		14	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140802		0	0	0		15	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		16	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		17	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		18	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		19	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140802		0	0	0		20	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		11	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		12	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		13	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		14	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140802		0	0	0		15	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		16	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		17	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		18	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		19	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140802		0	0	0		20	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		11	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		12	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		13	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		14	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140802		0	0	0		15	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		16	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		17	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		18	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		19	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140802		0	0	0		20	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		11	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		12	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		13	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		14	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140802		0	0	0		15	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		16	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		17	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		18	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		19	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140802		0	0	0		20	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		11	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		12	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		13	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		14	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140802		0	0	0		15	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		16	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		17	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		18	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		19	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140802		0	0	0		20	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		11	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		12	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		13	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		14	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140802		0	0	0		15	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		16	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		17	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		18	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		19	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140802		0	0	0		20	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		21	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		22	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		23	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		24	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		25	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		26	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		27	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		28	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		29	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		30	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		21	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		22	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		23	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		24	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		25	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		26	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		27	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		28	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		29	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		30	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		21	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		22	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		23	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		24	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		25	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		26	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		27	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		28	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		29	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		30	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		21	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		22	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		23	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		24	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		25	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		26	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		27	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		28	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		29	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		30	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		21	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		22	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		23	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		24	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		25	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		26	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		27	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		28	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		29	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		30	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		21	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		22	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		23	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		24	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		25	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		26	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		27	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		28	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		29	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		30	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		21	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		22	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		23	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		24	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		25	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		26	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		27	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		28	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		29	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		30	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		21	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		22	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		23	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		24	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		25	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		26	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		27	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		28	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		29	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		30	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		21	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		22	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		23	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		24	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		25	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		26	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		27	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		28	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		29	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		30	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		21	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		22	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		23	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		24	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		25	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		26	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		27	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		28	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		29	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		30	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		31	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		32	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		33	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		34	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		35	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		36	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		37	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		38	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		39	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		40	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		31	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		32	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		33	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		34	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		35	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		36	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		37	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		38	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		39	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		40	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		31	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		32	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		33	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		34	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		35	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		36	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		37	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		38	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		39	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		40	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		31	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		32	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		33	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		34	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		35	
